orig_smiles,noisy_smiles,molecular_formula,tries
COc1ccc(S(=O)(=O)Cc2ccccc2)cc1/N=N/c1c(O)c(C(=O)Nc2ccccc2)cc2ccccc12,CC12OC3C(OO)C4C56C7C8C9C%10C%11%12NC%13C%14%15OC%16C%17C%18SC89C8(CC9C%19CC%19(C%115)C%131C9%17C%14O2)C4(C%18N37)C%15(N%16%12)C%1068,C31H25N3O5S,1
CC(NC(=O)C1CCCN1S(=O)(=O)c1cccc2nsnc12)c1ccccc1,NCC[SH2]12OSC34N5CC6(NC78CC1C19C%10C%11(C5CO7)C(C5=CN51)C%103C94C86%11)O2,C19H20N4O3S2,1
O=C(NC(Cc1ccccc1)C(=O)Oc1ccc2c(C(F)(F)F)cc(=O)oc2c1)OCc1ccccc1,O=C1C2(NO)OC(F)OC3=C4C3C3C5C6C4C5(CC2C2OC45C7=C2C7C4OC15F)C1=CC2(F)CC32C6C1,C27H20F3NO6,1
COc1ccc(NC(=O)NC2CCN(CCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc1,CC1C2C3C45CCC6C7OOC8C(CCl)CONC2(N)C2C(C67)C26C32C4C3C(Cl)C(C)(C12)C86CN3N5,C27H34Cl2N4O3,1
Nc1ccc2cc(O)cc(c2c1)S(=O)(=O)O,OC12C3C4CC56C7C8(OC=[SH]35C1(O)C478)ON26,C10H9NO4S,1
Cc1ccsc1CNCC(O)c1ccccc1,C1COC23CC4(C1)CCC15CC(S1)N4C1C2C153,C14H17NOS,1
O=C(O)c1ccc2c(c1)CC(CCCNS(=O)(=O)c1ccc(Cl)cc1)C2,ONC1SC23CC(Cl)OC2C2OC1C14CC(=C2C(O)C31)C1CC2C4=CC21,C19H20ClNO4S,2
COc1cc(/C=C2\CCCn3c2nc2c(OC)c(OC)c(OC)cc2c3=O)cc(OC)c1O,CC1CC23NC4C5C6OC7C8=NC9%10C%11C(OC8%12CC5C1OOCC7C29CC4%10OC%11%12)C(O6)C3O,C24H26N2O7,2
O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccncc1)NC1CC1,CC1C2C3C4C5(C)C6C7C8C9N2N2C(=N)C%10%11C19C8C7%10C41OC2N6C5%11C31,C20H18N4O,1
C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O,CC1C2=C3CCC45CC16OCCOCC(OO4)OC1OC4C(C(O6)C3OC(C(O)OO)OO5)C35C6C3C63C4(O1)C253,C26H28O14,1
C=C[C@H]1CN2CC[C@H]1C[C@H]2c1[nH]c2ccccc2c1CCOC,CC12C3CC(C4NCC56CC78C9CC1C(C)(O5)C7(C)N8C6C49)C32,C20H26N2O,2
CCc1ccc(NC(=O)CSC2=C(C#N)C(c3ccc(O)c(OC)c3)C(C(=O)Nc3ccccc3)=C(C)N2)cc1,NOCC12CC34C5N=C1N1C6N7CSC8CC39C3%10CC%11C%12OC%13C7C(O)C7COC%133C(C%124)(C7%10)C3(C4C(C82)C93C41)C%1165,C31H30N4O4S,1
CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,CC12OC34C=C5C6C7C89C%10C%11C=C%12C%13OCC%12%14C%12OC%15(C)C1ON%13C%12OC(C)(C6%148)C5(C%112)[SH2]7(C3C%104)C%159,C28H27NO5S,1
CCCCCCCCCN=c1ccn(CCCCCCCCC)cc1,CC(CN)C(C)C(C)CC1(C)CCCCC2C=CC1(C)C1(CN1)C2C,C23H42N2,1
CC(C)CC(N=C(O)C(N)C(C)O)C(O)=NC(CC(=N)O)C(=O)O,CCC1CC(O)C(O)(NO)C23OOOC4C2C(CN4CN1)C3CN,C14H26N4O6,1
Cc1sc2nc(C(C)Nc3ccccc3N3CCOCC3)nc(O)c2c1C,NC12NC3(O)C4=[SH]56CC78C9CN(C37)N5C3C9C5C8C(C7C5C71O)C6C(C4)C32,C20H24N4O2S,1
CN1CCN(S(=O)(=O)c2cccc(C(=O)N(c3ccccn3)C3CCCCC3)c2)CC1,CC12C[SH2]34C5N6CC1C1C78C9C%10CC%11NC%11%12OCC%10N(C7(C(O)O)C9C2C(C%12N)C163)C584,C23H30N4O3S,1
COc1cc(-c2coc3cc(C)c(O)cc3c2=O)ccc1O,C1OC2CC34C1C15C6CC78OC9C(C7C83C24)C92C1C25OOO6,C17H14O5,2
CC(C)Cc1nnc(NC(=O)CCC(=O)NC2CCCCC2)s1,C=C(O)C1(C23C(=O)CCNC2=CCNC3S)CCNCCNC1,C16H26N4O2S,1
CC(=O)Nc1c(O)nc(SCC(=O)Nc2c(C)cccc2C)nc1O,CC12C3=C4OC56CC(ON(O)C4S)C4C7C(N7NC15C)C1(NO3)C2C416,C16H18N4O4S,1
CC(C)c1ccc(C(O)=Cc2nc3c(=O)[nH]c(=O)n(C)c3nc2O)cc1,OC1C2CC13CC1C4=CCN5OC1C1N6C7ON6C6CC1(C(=C26)O4)C3N75,C18H18N4O4,3
COc1ccc2c(c[n+]3c4c2cc(Cc2ccccc2)c2c5c(cc(c24)CC3)OCO5)c1OC,CC12CC3C4C=C5C36C3C1C1C7C8(O)OCC9CC2C2C%10=C(C7%11C7C98C8(C2%11O)C%104C738)[N+]56C1C=O,C29H24NO4+,3
Cc1ccc2nc(-c3ccccc3NC(=O)CCC(=O)O)c(O)nc2c1,CC1C2N3C4NOC5OC6=C7C8C3C3C9C8C28C4OC2(CON58)C73C12C69,C19H17N3O4,1
Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,OC1C2C3C4C5C6C27NC28NC9%10C%11C%12C69OC69C%13N%14N(C%15CC%16C%132C13C%147C%16(C5%15)C%126Cl)C48C%11%109,C25H17ClN4O2,2
CCCC1CCC2(CC1)SCC(=O)N2NC(=O)c1[nH]c2ccc(Cl)cc2c1C,CC1CC2C3N4OC25C2C6CC7C(S)(OC1N(N)C625)C1CC2C3(C(Cl)C1C)C724,C21H26ClN3O2S,2
CC1(c2ccc(Nc3nc(Nc4ccccc4)nc(Nc4ccccc4)n3)cc2)NC(=O)c2ccccc2N1,NC1CC2C3C45NC67C89CC%10CC%11C%12C%13C%14C%15C%13C%13(C8)C8(C%16C%17%18OC%166N%17C%184C%158)N4NC1%13C%127C(=NC%14(N)C%10%11C345)N29,C30H26N8O,1
C[C@@H](NC(=O)C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)c1ccccc1,CC1OC(O)OC2OC3=C4C5(F)CNN1C1OC46C4C=C=C7C5C2CC2C6C56SCC(CC(O4)C5C76)C21C3,C28H29FN2O6S,1
COc1cc(NC(=O)c2ccc(Br)o2)ccc1NC(=O)c1ccccc1Cl,CC1OC23C45C6C4C24C2(Cl)C7N8C1OC19N(C(O)C51C2O)C93C=CC64C78Br,C19H14BrClN2O4,1
CCc1c(C)nc(O)c(N(C)C)c1C(=O)c1cccc(/C=C/c2ccncc2)c1,NC1C2C3C4C5C6C(O)C7NCCCC24N2C6C4C6C89OC%10C8C5C25C4(C19)C65C7%103,C24H25N3O2,2
COc1ccc(-c2nc3cc(NC(=O)c4ccc(C)cc4)ccc3o2)cc1Cl,CC12OC3C4C5C6C3C37OC8(C9=NCC8C6C1(O)C31C93C4C14C1C2C4(Cl)N13)C57,C22H17ClN2O3,1
CCCCCCCCP(=O)(O)O[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,CC(C)C(CON)C1(OC(C)(CCO)CNCO)C2CC(C[PH]1(O)O)C1=CC12,C19H37N2O6P,1
CC(c1ccc(OCc2ccccc2)cc1)N(O)C=O,C1=C2CONC3CC45CC1(OC2)C(O4)C1CC2(C=C32)C15,C16H17NO3,1
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21CCC,CC1CC2C(O)C34OC5CC6CC7C8C9C1C5C3C(C74)C21C6C1C89,C22H26O2,1
CCN(CC)c1ccc(-c2cnc(Nc3ccc(O)cc3)o2)cc1,C1=CC23N4C5CC6C7CC1ONC(O5)C21C2CC4C63C1C1(C2)NC71,C19H21N3O2,1
O=C1C(O)=C(Cl)C(=O)C1(Br)Br,ClC1(Br)C2=C3OOC3OC21Br,C5HBr2ClO3,1
Cc1c(C(=O)N(C)c2ccccc2Cl)cnn1-c1ccccc1,NC1C(Cl)C2C3C4C35OC13C1C6C47C2C2C4NC3C5(C42)C12NC672,C18H16ClN3O,1
C[C@H]1CN(C(=O)c2cccn3nccc23)C[C@@H]1CS(N)(=O)=O,CC(O)C(O)C1C2=NC3C4C2=C2ONCNCN5C1C3(S2)C45,C14H18N4O3S,1
C=C(C)C12CC3CC/C(=N/O)C(C1)C3(N1CCOCC1)C/C2=N/O,NCC12CC34NC35C3C6CCCOOCC(C15)N(CC6CCC32)O4,C18H27N3O3,1
Fc1ccccc1Cn1nnc2c(-n3ccnc3)ncnc21,FC1=CN2C3N4C5N6C7C8CC9(C%10C%11=C(N(C1)N(N84)C3%102)C%1169)N75,C14H10FN7,2
Cc1cc(C)cc(O)c1,C1=C2CC3CCCOC123,C8H10O,1
CNc1nc(Nc2cc(OC)c(C(=O)N3CCOCC3)cc2F)ncc1C(F)(F)F,CC(F)(F)OC1(C)C2=CNC3OC24C3C2(F)C1COC13Cn5n(n52)C2CC(F)C41N23,C18H19F4N5O3,1
COC(=O)c1cc(-c2ccc(OC)cc2)nc2ccc(Cl)cc12,COC12C3C4C31C1CC35C67C=C8C(C29OC(Cl)NCC89O6)C43C175,C18H14ClNO3,1
Cc1ccc(/C=C2\CN(C(=S)NC(=O)c3ccccc3)C/C(=C\c3ccc(C)cc3)C2=O)cc1,CC12C3=C4C5C6C4N(O)C4(C)C1OC1C7C8C9C7C7%10N%11C%12CC89C%112C2C(C3)C3(C56)C47C4=[SH]%123C2C41%10,C29H26N2O2S,1
COCCNC(=O)C1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,C=CC1C2C3CC4C(Cl)C5CC56CC3C35CN2C2C6C(OCC13OC25)C4NCl,C22H26Cl2N2O2,2
O=C(CCOc1ccccc1)Nc1ccccc1F,OC1(F)C2C3C4C5C6CC7NC28C2OC8C2C75C3C641,C15H14FNO2,1
CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)OC(C)C,CN1C2CC3C=CC1(C)C1C=C=CN(O)SC2OCC(F)C2CC1N2O3,C18H24FN3O3S,2
O=c1cc(Cc2ccccc2)occ1O,OCC12CC34CC3C3C5(O1)C16OC2(C41)C365,C12H10O3,1
Cc1ccc(CC(=O)Nc2cccc(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)c2)cc1C,COC1C2CC34NC5C6NC7C=CCC3C5C23C2C5C48C4C9C6%10CC16C4C73C5%10C61NOC8(O)C92N1,C28H28N4O3,1
NC(=O)c1cccc(CN2C3CCC2CC(O)C3)c1,NCC1C2C3C4C5CC6CCC47CC7(C2OC61O)N53,C15H20N2O2,1
COc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCCC(C)C3)cn2C)c(OC)c1,CN1N2C34C5COC6C7C8OC9C7%10C3C(C83OC(CC93C%104)OC(C(N)CO)C5)[SH2]612,C20H27N3O5S,1
Cc1cc(Nc2cnn(C3CCCC3)c2C)nc(C)n1,CC1N2C3CCC45C2C2CC6(C(N)C3)C1(N2)C61C4NN51,C15H21N5,1
NC(=O)c1cn(-c2ccc(O)c(Cl)c2)c2cc(-c3ccncc3)ccc2c1=O,OC1C(Cl)C23C45C6OC7C89NN%10OC%11C8C8%12C9CC1%11C21C82C8NC64C%101C53C2C78%12,C21H14ClN3O3,1
O=C(O)COc1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccccc2)cc1Br,SC1OCONC2C3C45NC6C47C4C8C9(C=C%10CC%11%12C%13NC%102C(Br)=S8%112C38C4%13CCC%12(OC197)C682)OO5,C24H20BrN3O5S2,2
C=CCn1c(O)c(N=NC(=O)c2cccnc2)c2cc(Br)ccc21,BrN1C2=CCN3C45CC16C1CC7=C8C9C6C1(C7N8C94)C1ON5C13O2,C17H13BrN4O2,1
CN(Cc1ccncn1)C(=O)CCc1nc2ccccc2s1,C1C2CN3C4C5N6N1NC17OC89C%10%11CC8%12C2CC1(C69C4%10C7%11)[SH2]53%12,C16H16N4OS,1
CCOC(=N)CC(=O)Oc1ccccc1,NOC1C2C(O)C34C(=O)C5C3C15CCC24,C11H13NO3,1
CCS/C(=N/OCc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1)C(C)C,CC12C3CSC45N1NC1COC6(COC7C89NC%10C(O6)C(F)(C38)C74CC9C%1025)C1CF,C21H23F2N3O3S,1
O=C1c2ccccc2C(=O)c2c1c1ccccc1c(=O)n2Cc1ccc([N+](=O)[O-])cc1,OC1C2C3C4=C5C6C17C1C58C59C3C3%10OC%11OC%12C3C73C4C34C5C3(ON3N%109)C2(O)C%121C68C%114,C24H14N2O5,1
COCCNC(=O)CN(C(=O)CCC(=O)Nc1cc(C)on1)c1ccccc1C,CC1C23COC4CC56C(OC7C8N9C%10C9(ON(ONC25)C%106C)C(CCO3)C781)C4N,C20H26N4O5,1
CCN1CCO[C@@H](CNCc2cscn2)C1,CC1C2C34CN1C1CC5(CN3)N[SH2]12CC4O5,C11H19N3OS,1
O=C(OCc1ccccc1Cl)c1cccnc1Cl,OC1C2C3C4(Cl)CC56C78C4C14C7C35C6(N48)C2(O)Cl,C13H9Cl2NO2,1
Cc1nccn1-c1ncc(NC(=O)Nc2ccccc2Cl)cn1,CC12C3=C4C5C6CN7ON8NC8(NC6N7Cl)N6C7C8C43C(C571)C862,C15H13ClN6O,1
Cc1c(N)c(C)c(S(=O)(=O)O)c(C)c1Nc1cc(S(=O)(=O)O)c(N)c2c1C(=O)c1ccccc1C2=O,OC12NC34C5C6NSOC78OCC9=C%10C%11C6%12OC7C3C36OOC%117C5N5OCC7(O3)C(C4%12)C1C%10[SH2]28C5C96,C23H21N3O8S2,1
Cn1c2c(c3cc(S(=O)(=O)c4ccccc4Cl)ccc31)C1CCC(C2)N1,NC12CC34C5N6C7C8C79CC57OC65C1C81CC3(CO)C2C(S7)C9C14C5Cl,C20H19ClN2O2S,1
CCOC(=O)c1ccccc1NC(=O)CN1C(=O)CC(c2ccccc2)Sc2ccccc21,CC12CC34CSOC56C7C(CC8C9%10CC%11C%12%13NOCC%12%14C%12C%15C9C(C7C5N%103)(C%158C16C%12%11%14)C4%13O)O2,C26H24N2O4S,2
O=C(CO)[C@@H](O)COP(=O)([O-])[O-],O=C1OC(CC([O-])(O)O)[PH2]([O-])O1,C4H7O7P-2,4
CCc1c(-c2nnc(C3(c4ccc(Cl)cc4)CC3)s2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1,ClC1C23CC4C5(Cl)NC67C8(Cl)N2C29C%10C4%11NC5C45C%12C%13C%14%15C3C%12(CN%114)C8(C34CC%13%14[SH2]28C3CC468)C1%10C%159C57Br,C28H20BrCl3N4S,2
CC(C)C(N=C(O)C(N)CCCNC(=N)N)C(O)=NC(CC(=N)O)C(=O)O,NONC(O)C(N)(COOO)C1CNC2NCN3C4C2NCC2(CCC432)C1,C15H29N7O5,1
CCN(/C=C1/C(=O)C(c2ccccc2)N(c2ccccc2)C1=O)CC,CCC1NC23C4N5C6C1OC1C7C89CC%10C(OC6(C8)C6C9CC%106C172)C453,C21H22N2O2,1
S=P1(c2ccccc2)NCCN1,CC1C2=[PH]3CNN2C2SC4C3C142,C8H11N2PS,1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CC1(C)C(N)CC2C3=C4CC56NC7C8OC5C3(O)C3C2NC(OC3C2CC6C427)C81O,C23H29N3O4,2
Cc1cc(C)c(NC(=O)Cn2c(=O)c3cccn3c3ccccc32)c(C)c1,C1CN2C34C5CC6C7C89CC%10%11N%12OC8%10C29C3N2CC3(C1)C%12CC5C62OC4C73%11,C22H21N3O2,1
COc1ccc(Br)c(C(=O)NN2C(=O)CSC2c2ccc(C)cc2)c1,OC12CC=C(C3OC3N1OBr)C13C4C2C2C5CNC6C7(SC7C4C261)C53,C18H17BrN2O3S,1
Cc1ccnc(NC(=O)Nc2ccc3c(c2)N(C)C(=O)CS3)c1,C1=NC23CC4C5C6OC67C2C2NC6C8C1C46N8OC2SNCC537,C16H16N4O2S,1
O=C(O)C1=C(NC2CC2c2ccccc2)OCC1=O,CC1(O)CC2C34CN5C6C27C2C3C63C5(OOO1)C73C24,C14H13NO4,1
O=C(CSc1ccccn1)Nc1ccc2c(c1)OCCO2,CCC(OC)C12OC34C=C5C3C3(N4)C4C6C51SC41N3C61O2,C15H14N2O3S,1
OCCCNc1ncnc2c1ncn2[C@H]1CN(Cc2ccc(-c3ccccc3)cc2)C[C@@H](CO)O1,NC1C(N)C23C4CCN5C6C78CC9%10OC%11%12CN%13C%14CC%15(C79)C6(N(CC1(C%13O)C5%11CO)C8N%122)C4%10C3%15C%14,C26H30N6O3,1
O=C(c1cc(C(=O)NCc2ccccc2)c(=O)n(Cc2ccccc2)c1)c1cc(Br)ccc1O,BrC1C2OC3ONC45CC6C78C9=C(C%10=C%11CC%12C%13OC%10%12C6%10N6C2C62C%13C2C%10(C%11COC34)C17)C5C98,C27H21BrN2O4,1
OC[C@H](O)[C@@H](O)C(O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,COC(C)OC(O)C(C)OC(O)(O)C(O)COOC1(O)COC1,C12H24O11,2
CN1C(=O)[C@@H](CN2CCCCC2)C[C@H]1C#Cc1ccc2c(ccn2C)c1,CCC12C3C4CCC56C7C8OC9C%10%11NNCC3C(C71)C(C5(CC48)CN2%10)C9%116,C22H27N3O,1
Cc1cncc(-c2cc(F)cc(-n3nnc(-c4ccccn4)n3)c2)c1,CC12C3=C4CC5C67NC1(N)C18C9N%10N1N6C51CC7=CC45N2C%105C8(F)C391,C18H13FN6,1
COc1ccc(-c2sc3ccccc3c2CN)c(N)c1,CC12CC3=C4C1N1CC5C2NC42C1OC5C14CC3C12S4,C16H16N2OS,1
Cc1ccccc1-n1c(S)nnc1-c1ccco1,OC12C3C4=C5CC6NC31C13C7N(CN61)C3(C2S)C547,C13H11N3OS,1
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCCC3,C1NC2OC34C5NCC67OOC8C9C%10C5CC5%11OC1N1C(CC8(C1C3C65)C2C%111C%10N41)C97,C23H24N4O4,1
CCC(=O)N1CCCc2cc(S(=O)(=O)N3CCN(C4CCCCC4)CC3)ccc21,CCC1CC2C3CN4C5C6C25C64CCC(O)(CO)C(O)NC(CC24C(S)C2C34)N1,C22H33N3O3S,1
CC(C)(C)Sc1c(CN(O)C(N)=O)sc2ccccc12,OCCN1OC2NCCC1C1(S)C3=C4C1C1CC3C42S1,C14H18N2O2S2,1
O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)OCCO3,ON1C2C3C4C5C6C7C5C58C6OC3C3(C6C73CC13OC1CC1(COC265)O3)C48,C21H19NO5,3
CCOC(=O)c1cn2nc(-c3ccc(OC)cc3)cc2nc1C1CCN(C(=O)OC(C)(C)C)CC1,CC1CC2OC3C4CCC1C15C6C4(O)C4NC67C68C(CC9(CC(ON4C9O)N1N)C31C6C5C718)C2O,C26H32N4O5,1
O=C1CC2=C(CC1(C)C)C(C)(C)CCC2,CC1CCC2C(C)C34C(C(C)C1O)C3C24,C14H22O,1
COC(=O)C1CCN(C2CN(Cc3ccc([N+](=O)[O-])cc3)S(=O)(=O)C2)CC1,CC12CC3=C4NC56C7CC18C[SH3]5C61C(OC(OOC41)N(O2)C3CNCO7)O8,C17H23N3O6S,1
Cc1c(-c2ccc(OC(F)(F)C(F)Cl)cc2)csc1-c1nc(-c2c(F)cccc2Cl)nn1C,NC12CC3N4N(F)C5(C4(F)Cl)C46C(F)CC7C8C3(Cl)C15C21C82C3=C5C7(C(O)S)C(C2C54F)C361,C22H15Cl2F4N3OS,1
O=C(Nc1ccc(NCc2ccc(O)cc2)cc1Cl)c1cc(Cl)ccc1O,ClOC12OC3=NC4C5=CCC6OC(Cl)(C3)C3CC37C53CC41C14NC1C62CC374,C20H16Cl2N2O3,1
CN(CCN(C)C1CCCC1)c1nccc(N)n1,CN1CC(CN)C23C=C(CC2)C1C1CNNC1N3,C13H23N5,2
CCc1c2c(nc3cnc(CCCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,OCNC1N2COC3C=CC45C6CC78C9CC%10%11CC%12C(C(CC47)N(O%10)C4NC4%11C28CC6C9O3)C%1215,C26H30N4O4,1
CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)Nc3cccnc3)cc2)cc1,CC1CC2ON3C4C5C6C78C4C49C%10CC4%11C4NC7(OC(C29)C4(C%10C1)C51NC31)C6%118,C23H23N3O2,1
Cc1cc(=O)oc2cc(/N=C/c3cccc([N+](=O)[O-])c3)ccc12,C1=C2C3C4OCC5OOC46C47OC8=C(CN85)C58C3C64C5C7C2N18,C17H12N2O4,2
CC(=O)/C=C(/C)NC(Cc1c[nH]c2ccccc12)C(=O)O,OC=C1CC2C3CC4=C5OC(O)(C3)C5NC3C5C1CC42N35,C16H18N2O3,1
CC[C@H](C)c1[nH]c2c(c1C)C(=O)C1=C(C2=O)[C@@H](O)[C@H]2[C@@](C)(CC[C@H]3O[C@@H](C(C)(C)O)CC[C@]23C)O1,CC1CC2C3C4CC5C(C1)C1(O)C(O)C6(C)NCOC7CC31C=CCC1(C2OC41C75)C6C(C)OO,C28H39NO6,1
C/C(=N\NC(=O)COc1cccc2ccccc12)c1cccs1,CC1C2C3C4=CC56C7(O)OS1589C15C4C4C%10C3CC68C49N1C2C%10N75,C18H16N2O2S,1
CC(=O)c1ccc(NC(=O)Cn2ncc3c4ccccc4n(Cc4ccccc4)c3c2=O)cc1,C1C2C3C4OC56CC7C8CC9%10OOC%11%12C9N9C%11C%11%13C%14N1C41C(C34C8C%10(CC3CC74NC31N%12%11)C%1495)C2%136,C27H22N4O3,4
CCOCC(=O)Nc1ccc2c(c1)CCN2C(C)=O,OCOC1C2NC3CC45OC6CC3C4C15C1NC2C61,C14H18N2O3,1
O=C(Cc1c[nH]c2ccccc12)N1CCCC(CO)C1,CC1C2CC34CC2C2CC13C1N3OC5C2C(N4)C3C51O,C16H20N2O2,1
COc1ccc(-c2noc(CCC(=O)NCCCN3CCN(c4ccc(F)cc4)CC3)n2)cc1,CC12C3C4C5C6CNC78CC9(CC71)OC1(C=C7CC3N(O1)C1(NNCN5C1F)C2(C)C4O7)C8C69,C25H30FN5O3,1
C[C@@H]1NC(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,CC(O)C1(O)CC2CC3C4CC15OC=C1C(O)C6(C2)C27CC68C(NC2C47)C18NOC(N)(O)C5N1CCC31,C27H36N4O6,1
COc1cc(Cl)c(C)cc1NC(=O)c1ccccc1-n1cnnn1,NON1N2N3C(N)(Cl)C45C6C7=C8C9%10C(CC3%11OC(C7)C6C1(C94)C82%11)C%105,C16H14ClN5O2,1
O=C(Nc1ccc2c(c1)CC(NS(=O)(=O)c1ccccc1)C2)c1ccccc1-c1ccccc1,CC1CCC23C45NN6C7OC89C%10%11CSC%10%12C%10C%13C%14C%15%16CC(OO)C%17(C%15C%10%122)C%13(C16C%11CC8(C%164)C5%179)C7%143,C28H24N2O3S,1
CCCCCCCCc1ccc(OC[C@@H](O)CCP(=O)(O)O)cc1,CCCOC1CC(C(C)O)CCC23CC45OC([PH3]CC24O)C(O3)C15,C18H31O5P,1
COc1ccc(S(=O)(=O)NC(C)(C)CCCOCn2ccc(=O)[nH]c2=O)cc1,NCC1C2SC3C4=CCNC5(OO)OC(CC3O)C13ON1C(CC5C2O)C4C13,C18H25N3O6S,2
O=C(/C=C/c1ccccc1)N[C@H](CC(=O)NCc1ccccc1)C(=O)O,OCC1C23CC45OOC2C=NC2C4N4C=C3CCOC21C1C4C2C13CC253,C20H20N2O4,1
O=C(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CO,OCC(CC1(CO)OCCOCC2OC2(O)CO1)OOC(O)O,C12H22O11,1
CN1C(=O)C[C@@H](C(=O)N[C@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O,OCC12CN3C4C5COOC6CC(N1)C1C7NC8(O5)C1N1C3N(CC18N2O6)NC74,C17H23N7O5,2
CCOC(=O)Cc1c(C)nc2cc(-c3ccc(C(C)(C)C)cc3)nn2c1C,CCN1CC(O)N2C3=C4C5C3C3NC6CC7C2C2C=C(O)C(C1C25)C4(C6)C73,C22H27N3O2,1
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)N1CCOCC1,OC1=CC2NOC3CC34N(O)C3(O)C5OC14C5N3N2,C10H12N4O5,2
CC(c1ccccc1)n1c(-c2cccs2)nc2c(c(=O)c3ccccc3n2C)c1=O,OCC1C2C3C45C6CC7C4C48C9%10OC5%11N5C9%12NC(CC2%124)C2C4N(C172)C81C(C6)(S%10)C3%11C451,C24H19N3O2S,2
CN(C)CCC=C1c2ccccc2C=Cc2ccccc12,CCC12CC13C1C45CC6C78NC43C7C5C3C4CC(C2C43)C618,C20H21N,1
CCCCCCCC/C=C/[C]=O,C[CH]CCCC1C=CC(CO)C1,C11H19O,1
Cc1ccn(Cc2cc(C)on2)c(=O)c1,OC12OC3C1C1CC4C5C6NC(N46)C15C32,C11H12N2O2,1
O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(F)ccc2[nH]1,CC12NNC3C4COCC5=CC67C89C3C3CC18C61C9C6(O)C4(CC71C36N2)C(F)C5O,C23H24FN3O3,1
C[C@H](CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1ccccc1,NC12C3C4C5CC6C7C8C3C13OC61C7N6CCOOCNC8(CNOC56C23)N41,C19H23N5O4,2
COc1ccc(-c2ccc(CN3[C@@H](C(=O)NO)CCCS3(=O)=O)cc2)cc1,CC12CSC3N4CC5CC6C4NC(O1)C(=O)C1COC(O2)C(O5)C62C4C1C342,C19H22N2O5S,1
Fc1ccc2c(c1)CC(CCN1CCCN(c3ccccn3)CC1)C2,C=CC1C2CC(F)CC3C4C5C6C1C17CCC6(N2)C2(CC31)N4C5(C)N72,C21H26FN3,1
CC(=O)n1c2ccccc2c2cc(-c3ccc([N+](=O)[O-])cc3)nnc21,OC12OC34CNC56CC7C89N%10C%11(O1)N1C%10%11C%10=C%11C8(CN32)C5C%10(C4)C%116C719,C18H12N4O3,1
Cc1ccc(-c2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,CC12OC34C5OC36C3C7C8C9N(O)C4C4%10C=CC41C1(N(C5O)C73C91C%10)C826,C20H16N2O4,1
COc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1OC,CC12CC3C4C5C67SN(CO)COC(O)C1OC46CC1=C(C17)C352,C17H19NO4S,1
Cc1ccc(NC(=O)CN2C(S)=NC(C)(C)CC2C)cc1Cl,NOC1C2CCC34SC2CCC(N)(Cl)C1C31CC2C(=C24)CN1,C16H22ClN3OS,2
COC(=O)C1=C(C)NC(=O)CC1c1ccccc1,OCC1OC=C2CC3C4C5NC13C21C(O)C52C4C21,C14H15NO3,2
